sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct,full_prompt
2a0e4ccdf09afda802ff0c2dc6fad4d19b696028ff29bc0c0fe77bdee31bdb2b,Which of the following is MOST important in the pathogenesis of Ovarian Hyperstimulation syndrome (OHSS)?,no rationale,5,D,Prostaglandin F-d,Inhibin,Activin,Vascular Endothelial Growth Factor (VEGF),Interleukin-6 (Pi * 6),"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is MOST important in the pathogenesis of Ovarian Hyperstimulation syndrome (OHSS)?
###Options:
A.  Prostaglandin F-d
B.  Inhibin
C.  Activin
D.  Vascular Endothelial Growth Factor (VEGF)
E.  Interleukin-6 (Pi * 6)

###Answer:","Answer: D. Vascular Endothelial Growth Factor (VEGF)

Rationale: In Ovarian Hyperstimulation Syndrome (OHSS), increased vascular permeability leads to fluid extravasation into the third space (e.g., ascites, pleural effusion). Vascular Endothelial Growth Factor (VEGF) plays a pivotal role in mediating this increased vascular permeability. Elevated VEGF in OHSS causes the excessive capillary leakage characteristic of this condition, making it the key factor in its pathogenesis.",D,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which of the following is MOST important in the pathogenesis of Ovarian Hyperstimulation syndrome (OHSS)?###options: {""option1"": ""Prostaglandin F-d"", ""option2"": ""Inhibin"", ""option3"": ""Activin"", ""option4"": ""Vascular Endothelial Growth Factor (VEGF)"", ""option5"": ""Interleukin-6 (Pi * 6)""}"
1e19aec4c2ea9655505d5aca0437bf99d92d14558ab2897eb1e0fcf1a7f67093,Tests of Ovarian Reserve is indicated in,no rationale,5,B,Women 35 years who have not conceived after 12 months of regular unprotected intercourse.,Women 35 years with history of Endometriosis,Infertile women diagnosed with polycystic ovary syndrome (PCOS),Young women with history of syndromic baby.,"Women with recurrent pregnancy loss,","###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Tests of Ovarian Reserve is indicated in
###Options:
A.  Women 35 years who have not conceived after 12 months of regular unprotected intercourse.
B.  Women 35 years with history of Endometriosis
C.  Infertile women diagnosed with polycystic ovary syndrome (PCOS)
D.  Young women with history of syndromic baby.
E.  Women with recurrent pregnancy loss,

###Answer:","Answer: A and B.

Rationale: Women over 35 years who have not conceived after 12 months of regular unprotected intercourse (A) are at higher risk for decreased ovarian reserve, so testing is indicated. Additionally, women of any age with endometriosis (B) can experience diminished ovarian reserve due to the disease process (for example, endometriomas can adversely affect the ovarian cortex). Hence, these two groups warrant ovarian reserve assessment.  ",A,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Tests of Ovarian Reserve is indicated in###options: {""option1"": ""Women 35 years who have not conceived after 12 months of regular unprotected intercourse."", ""option2"": ""Women 35 years with history of Endometriosis"", ""option3"": ""Infertile women diagnosed with polycystic ovary syndrome (PCOS)"", ""option4"": ""Young women with history of syndromic baby."", ""option5"": ""Women with recurrent pregnancy loss,""}"
cb8d04a03d50cc7afc92d0023896f3af60ca3fa3c8955caa7422d3a9c48b470a,The following are key in the management of status epilepticus except,no rationale,5,B,Status epilepticus is a medical and neurological emergency,Consider convulsive seizures in patients who stop having seizures but do not regain full consciousness,Treatment for status epilepticus should start if a seizure persist for more than 5 mins,Giving second-line anticonvulsant to all patients with generalized convulsive status epilepticus to prevent recurrence.,NONE OF THE ABOVE,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The following are key in the management of status epilepticus except
###Options:
A.  Status epilepticus is a medical and neurological emergency
B.  Consider convulsive seizures in patients who stop having seizures but do not regain full consciousness
C.  Treatment for status epilepticus should start if a seizure persist for more than 5 mins
D.  Giving second-line anticonvulsant to all patients with generalized convulsive status epilepticus to prevent recurrence.
E.  NONE OF THE ABOVE

###Answer:","Answer: B

Rationale:  
• A, C, and D accurately reflect standard principles in the management of status epilepticus. It is indeed a medical emergency (A), treatment should begin if a seizure persists for more than 5 minutes (C), and giving a longer-acting “second-line” anticonvulsant (e.g., phenytoin/fosphenytoin or levetiracetam) after benzodiazepines is standard care to prevent recurrence (D).  
• However, option B is misstated. If a patient appears to have “stopped” convulsing but does not regain consciousness, one should consider nonconvulsive status epilepticus (sometimes called “subtle” status), not “convulsive” seizures. Therefore, B is the incorrect statement (the exception).",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
The following are key in the management of status epilepticus except###options: {""option1"": ""Status epilepticus is a medical and neurological emergency"", ""option2"": ""Consider convulsive seizures in patients who stop having seizures but do not regain full consciousness"", ""option3"": ""Treatment for status epilepticus should start if a seizure persist for more than 5 mins"", ""option4"": ""Giving second-line anticonvulsant to all patients with generalized convulsive status epilepticus to prevent recurrence."", ""option5"": ""NONE OF THE ABOVE""}"
ffc8149514e4ec69054957f0068be408f377010535ab0fbf64c97e7ec16a0750,Anti-Mullerian Hormone (AMH) is secreted by,no rationale,5,B,The Theca cells of the ovary,The granulosa cells of the ovary.,The basal cells of the endometrium,The Liver,The corpus Luteum.,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Anti-Mullerian Hormone (AMH) is secreted by
###Options:
A.  The Theca cells of the ovary
B.  The granulosa cells of the ovary.
C.  The basal cells of the endometrium
D.  The Liver
E.  The corpus Luteum.

###Answer:","Answer: B. The granulosa cells of the ovary.

Rationale: Anti-Mullerian Hormone (AMH) is secreted primarily by the granulosa cells of small antral and pre-antral follicles in the ovary. It plays a critical role in regulating follicle development, particularly by inhibiting the initial recruitment of primordial follicles and modulating the follicular response to follicle-stimulating hormone (FSH).",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Anti-Mullerian Hormone (AMH) is secreted by###options: {""option1"": ""The Theca cells of the ovary"", ""option2"": ""The granulosa cells of the ovary."", ""option3"": ""The basal cells of the endometrium"", ""option4"": ""The Liver"", ""option5"": ""The corpus Luteum.""}"
4d459f10424c18fdf594363120121e61187ee19cae010a3223a845fa2c2cc29e,"If HTIG is not available to neutralize circulating toxin, how much immune human tetanus immunoglobulin should be given",no rationale,5,D,5000 IU,7000 IU,2000 IU,10000 IU,NONE OF THE ABOVE,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: If HTIG is not available to neutralize circulating toxin, how much immune human tetanus immunoglobulin should be given
###Options:
A.  5000 IU
B.  7000 IU
C.  2000 IU
D.  10000 IU
E.  NONE OF THE ABOVE

###Answer:","Answer: A. 5000 IU

Rationale: The usual recommended dose of human tetanus immunoglobulin (HTIG) for neutralizing circulating tetanus toxin in cases of clinical tetanus is in the range of 3000–6000 IU. A commonly cited standard is 5000 IU. Among the answer choices provided, 5000 IU most closely aligns with this recommendation.",A,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
If HTIG is not available to neutralize circulating toxin, how much immune human tetanus immunoglobulin should be given###options: {""option1"": ""5000 IU"", ""option2"": ""7000 IU"", ""option3"": ""2000 IU"", ""option4"": ""10000 IU"", ""option5"": ""NONE OF THE ABOVE""}"
1c6fbf8ec8e16e234c6f4975d9e09b71abd3ac619bccaeb705bccc04b35d5ed6,. Invasive mole,no rationale,5,E,It occurs in 30% of patients who have undergone evacuation of a molar pregnancy,It occurs in 3% of patients who have undergone evacuation of a molar pregnancy,It occurs in 1% of patients who have undergone evacuation of a molar pregnancy,The microscopic findings are similar to that of choriocarcinoma,The microscopic findings are similar to that of a hydatidiform mole,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: . Invasive mole
###Options:
A.  It occurs in 30% of patients who have undergone evacuation of a molar pregnancy
B.  It occurs in 3% of patients who have undergone evacuation of a molar pregnancy
C.  It occurs in 1% of patients who have undergone evacuation of a molar pregnancy
D.  The microscopic findings are similar to that of choriocarcinoma
E.  The microscopic findings are similar to that of a hydatidiform mole

###Answer:","Answer: E. The microscopic findings are similar to that of a hydatidiform mole.

Rationale: An invasive mole is essentially molar tissue (hydropic chorionic villi with trophoblastic proliferation) that invades into the myometrium. Histologically, it retains the appearance of a hydatidiform mole (i.e., hydropic villi with varying degrees of trophoblastic proliferation) rather than the more anaplastic features seen in choriocarcinoma (which usually lacks villi).",E,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
. Invasive mole###options: {""option1"": ""It occurs in 30% of patients who have undergone evacuation of a molar pregnancy"", ""option2"": ""It occurs in 3% of patients who have undergone evacuation of a molar pregnancy"", ""option3"": ""It occurs in 1% of patients who have undergone evacuation of a molar pregnancy"", ""option4"": ""The microscopic findings are similar to that of choriocarcinoma"", ""option5"": ""The microscopic findings are similar to that of a hydatidiform mole""}"
7521339ab48ad7acdfdfdc7d1e1251e8f822fe8e81811e2131736c7571c37f16,"A 70 years old male patient in State house hospital Abuja with CSF changes in meningitis shows the following: appearance: turbid/viscous, mononuclear: 100-300mm3, polymorph cell: 0-200/mm3, protein: 0.5-3.0 g/l glucose:  < ½ blood glucose. Which of the following disease state best describe the patient’s condition",no rationale,5,A,Tuberculosis meningitis,Bacteria meningitis,Normal meningitis,Viral meningitis,NONE OF THE ABOVE,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 70 years old male patient in State house hospital Abuja with CSF changes in meningitis shows the following: appearance: turbid/viscous, mononuclear: 100-300mm3, polymorph cell: 0-200/mm3, protein: 0.5-3.0 g/l glucose:  < ½ blood glucose. Which of the following disease state best describe the patient’s condition
###Options:
A.  Tuberculosis meningitis
B.  Bacteria meningitis
C.  Normal meningitis
D.  Viral meningitis
E.  NONE OF THE ABOVE

###Answer:","Answer: A. Tuberculosis meningitis

Rationale:  
In bacterial meningitis, the CSF findings typically show a very high white cell count (often in the thousands) with a predominance of polymorphonuclear cells. By contrast, viral (aseptic) meningitis usually has a clear CSF appearance and often near-normal glucose levels, with lymphocytes predominating.  

Tuberculosis meningitis often presents with a moderately elevated cell count (in the low hundreds), predominantly mononuclear (lymphocytic) cells, elevated protein (0.5–3.0 g/L), and reduced glucose (<1/2 of blood glucose). The description of a viscous or “web-like” CSF and the range of lymphocytes (100–300/mm³) also point toward tuberculosis meningitis rather than acute bacterial or viral meningitis.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
A 70 years old male patient in State house hospital Abuja with CSF changes in meningitis shows the following: appearance: turbid/viscous, mononuclear: 100-300mm3, polymorph cell: 0-200/mm3, protein: 0.5-3.0 g/l glucose:  < ½ blood glucose. Which of the following disease state best describe the patient’s condition###options: {""option1"": ""Tuberculosis meningitis"", ""option2"": ""Bacteria meningitis"", ""option3"": ""Normal meningitis"", ""option4"": ""Viral meningitis"", ""option5"": ""NONE OF THE ABOVE""}"
24f321230e51bf4805a03a6fa1bc0ef6d229534c51d244d2322b87b380cf1c9f,The incidence of Gestational Trophoblastic Disease,no rationale,5,A,. in West Africa is between 0.87 to 4.88 per 1000 deliveries,in West Africa is between 0.6 to 11 per 1000 deliveries,Is higher in Europe than in Japan,Is higher in North America than in Japan,Is the same in Japan and Europe,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The incidence of Gestational Trophoblastic Disease
###Options:
A.  . in West Africa is between 0.87 to 4.88 per 1000 deliveries
B.  in West Africa is between 0.6 to 11 per 1000 deliveries
C.  Is higher in Europe than in Japan
D.  Is higher in North America than in Japan
E.  Is the same in Japan and Europe

###Answer:","Answer: B. in West Africa is between 0.6 to 11 per 1000 deliveries

Rationale: The incidence of gestational trophoblastic disease (particularly hydatidiform mole) is known to show marked geographic variation. Data from several studies indicate that parts of West Africa have a notably wide incidence range (approximately 0.6 to 11 per 1000 deliveries). In contrast, the incidence in Europe and North America is generally lower than in many parts of Asia (particularly Japan). Therefore, the most accurate of the given statements is that the incidence in West Africa lies between 0.6 and 11 per 1000 deliveries.",B,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
The incidence of Gestational Trophoblastic Disease###options: {""option1"": "". in West Africa is between 0.87 to 4.88 per 1000 deliveries"", ""option2"": ""in West Africa is between 0.6 to 11 per 1000 deliveries"", ""option3"": ""Is higher in Europe than in Japan"", ""option4"": ""Is higher in North America than in Japan"", ""option5"": ""Is the same in Japan and Europe""}"
b81d6cab9c369894fe8295da18c6507728a106ee968647082bf7ec6c67822ce2,Concerning Gestational Trophoblastic  Neoplasm,no rationale,5,D,Methotrexate is the only single agent that can be used for treatment,Etoposide may be used as a single agent,Cisplastin may be used as a single agent,Methotrexate and Actinomycin D can be used as single agents,Radiation therapy and surgery are not use for treatment,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Concerning Gestational Trophoblastic  Neoplasm
###Options:
A.  Methotrexate is the only single agent that can be used for treatment
B.  Etoposide may be used as a single agent
C.  Cisplastin may be used as a single agent
D.  Methotrexate and Actinomycin D can be used as single agents
E.  Radiation therapy and surgery are not use for treatment

###Answer:","Answer: D. Methotrexate and Actinomycin D can be used as single agents.

Rationale:  
• For low‐risk gestational trophoblastic neoplasia (GTN), first‐line treatment often involves single‐agent chemotherapy, and methotrexate or actinomycin D are the two drugs commonly used alone.  
• Etoposide, cisplatin, and other drugs are typically utilized in combination regimens for higher‐risk or refractory disease (e.g., EMA‐CO, EMA‐EP).  
• Surgery and radiation therapy can be indicated in select situations (e.g., resistant lesions, hemorrhage control, specific metastases), but they are not the mainstay of initial therapy.",D,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Concerning Gestational Trophoblastic  Neoplasm###options: {""option1"": ""Methotrexate is the only single agent that can be used for treatment"", ""option2"": ""Etoposide may be used as a single agent"", ""option3"": ""Cisplastin may be used as a single agent"", ""option4"": ""Methotrexate and Actinomycin D can be used as single agents"", ""option5"": ""Radiation therapy and surgery are not use for treatment""}"
1435bc11968d22465e17e2d145fa1f985ac269f7b9ed3e0d05ce07880d3a7719," If tetanus is suspected in any wound, how many units of human tetanus immunoglobulin should be given ",no rationale,5,B,500 units with an intramuscular injection of tetanus toxoid,250 units with an intramuscular injection of tetanus toxoid,450 units with an intramuscular injection of tetanus toxoid,100 units with an intramuscular injection of tetanus toxoid,NONE OF THE ABOVE,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question:  If tetanus is suspected in any wound, how many units of human tetanus immunoglobulin should be given 
###Options:
A.  500 units with an intramuscular injection of tetanus toxoid
B.  250 units with an intramuscular injection of tetanus toxoid
C.  450 units with an intramuscular injection of tetanus toxoid
D.  100 units with an intramuscular injection of tetanus toxoid
E.  NONE OF THE ABOVE

###Answer:","Answer: A. 500 units with an intramuscular injection of tetanus toxoid

Rationale:  
When tetanus is suspected (i.e., a high-risk or contaminated wound in someone not fully immunized or whose immunization status is uncertain), the recommended prophylactic dose of human tetanus immunoglobulin (TIG) is 500 units, administered intramuscularly. This is given alongside a tetanus toxoid–containing vaccine (e.g., Td or Tdap) to ensure both immediate passive protection (from TIG) and the development of long-term immunity (from the toxoid).",A,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
 If tetanus is suspected in any wound, how many units of human tetanus immunoglobulin should be given ###options: {""option1"": ""500 units with an intramuscular injection of tetanus toxoid"", ""option2"": ""250 units with an intramuscular injection of tetanus toxoid"", ""option3"": ""450 units with an intramuscular injection of tetanus toxoid"", ""option4"": ""100 units with an intramuscular injection of tetanus toxoid"", ""option5"": ""NONE OF THE ABOVE""}"
3c90626f0b2b3bf15fe2c668dcd1d528ff2042210a7515e8d0e04e568242accd,Choriocarcinoma,no rationale,5,C,Usually presents as early vaginal bleeding in the postpartum period,Histology shows a background of haemorrhage and necrosis with villi,It may follow any type of pregnancy,Histology reveals absence of intermediate trophoblast,Usually spread to the lungs and vagina only,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Choriocarcinoma
###Options:
A.  Usually presents as early vaginal bleeding in the postpartum period
B.  Histology shows a background of haemorrhage and necrosis with villi
C.  It may follow any type of pregnancy
D.  Histology reveals absence of intermediate trophoblast
E.  Usually spread to the lungs and vagina only

###Answer:","Answer: C. It may follow any type of pregnancy

Rationale: Choriocarcinoma is a malignant tumor arising from trophoblastic tissue (syncytiotrophoblasts and cytotrophoblasts) and is characterized histologically by extensive hemorrhage and necrosis but without the presence of chorionic villi. A key point is that gestational choriocarcinoma can develop after any type of pregnancy (normal pregnancy, abortion, ectopic pregnancy, or hydatidiform mole).",C,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Choriocarcinoma###options: {""option1"": ""Usually presents as early vaginal bleeding in the postpartum period"", ""option2"": ""Histology shows a background of haemorrhage and necrosis with villi"", ""option3"": ""It may follow any type of pregnancy"", ""option4"": ""Histology reveals absence of intermediate trophoblast"", ""option5"": ""Usually spread to the lungs and vagina only""}"
18bed696d76e623a4c69eb7cc093c93caec2ab287aab0d2121450a725a426645,"Concerning meningococcal meningitis, which of the following is not correct ",no rationale,5,D,Suspicion of meningococcal infection is a medical emergency requiring treatment immediately medical contact takes place,"Fever, headache and neck stiffness are accompanied by a petechial or non-specific blotchy red rash",Immediate management of suspected meningococcal infection is benzylpenicillin 1200mg (adult dose) either by slow I.V injection or intramuscularly prior to investigation,Blood cultures and routine test are not necessary to be carried out on arrival to the hospital,NONE OF THE ABOVE,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Concerning meningococcal meningitis, which of the following is not correct 
###Options:
A.  Suspicion of meningococcal infection is a medical emergency requiring treatment immediately medical contact takes place
B.  Fever, headache and neck stiffness are accompanied by a petechial or non-specific blotchy red rash
C.  Immediate management of suspected meningococcal infection is benzylpenicillin 1200mg (adult dose) either by slow I.V injection or intramuscularly prior to investigation
D.  Blood cultures and routine test are not necessary to be carried out on arrival to the hospital
E.  NONE OF THE ABOVE

###Answer:","Answer: D

Rationale:  
Blood cultures and other routine tests are typically carried out as soon as the patient arrives at the hospital, especially if meningococcal meningitis is suspected. Prompt antibiotic therapy should not delay these investigations. Therefore, the statement that blood cultures and routine tests are not necessary to be carried out on arrival (option D) is incorrect.",D,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Concerning meningococcal meningitis, which of the following is not correct ###options: {""option1"": ""Suspicion of meningococcal infection is a medical emergency requiring treatment immediately medical contact takes place"", ""option2"": ""Fever, headache and neck stiffness are accompanied by a petechial or non-specific blotchy red rash"", ""option3"": ""Immediate management of suspected meningococcal infection is benzylpenicillin 1200mg (adult dose) either by slow I.V injection or intramuscularly prior to investigation"", ""option4"": ""Blood cultures and routine test are not necessary to be carried out on arrival to the hospital"", ""option5"": ""NONE OF THE ABOVE""}"
43e02eddb4a050ebb4d084bbc2791a990756c4464608d408ad374fcb48c66151,Absence of fetal tissues,no rationale,5,A,Absence of fetal tissues,Presence of fetal tissues with or without malformations,Presence of fetal tissues with or without malformations,Focal hydropic change to villi,E Focal trophoblastic proliferation,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Absence of fetal tissues
###Options:
A.  Absence of fetal tissues
B.  Presence of fetal tissues with or without malformations
C.  Presence of fetal tissues with or without malformations
D.  Focal hydropic change to villi
E.  E Focal trophoblastic proliferation

###Answer:","Answer: A. Absence of fetal tissues

Rationale: In a complete hydatidiform mole, there is no formation of embryonic or fetal tissue. This contrasts with a partial mole, in which some fetal tissue (possibly malformed) may be present.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Absence of fetal tissues###options: {""option1"": ""Absence of fetal tissues"", ""option2"": ""Presence of fetal tissues with or without malformations"", ""option3"": ""Presence of fetal tissues with or without malformations"", ""option4"": ""Focal hydropic change to villi"", ""option5"": ""E Focal trophoblastic proliferation""}"
3edeec16c60da76260c6b5821e930ec8d6471cd753656ed9ddce820dcc5afa36,"In a previously unimmunized children above age 5 years, tetanus primary immunization schedule includes the following except ",no rationale,5,D,2 doses of TT at 1-month interval,1st booster at 1 year after primary dose,2nd booster at 5 years after the 1st booster,3rd booster at 7 years after the 2nd booster,NONE OF THE ABOVE,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: In a previously unimmunized children above age 5 years, tetanus primary immunization schedule includes the following except 
###Options:
A.  2 doses of TT at 1-month interval
B.  1st booster at 1 year after primary dose
C.  2nd booster at 5 years after the 1st booster
D.  3rd booster at 7 years after the 2nd booster
E.  NONE OF THE ABOVE

###Answer:","Answer: D. 3rd booster at 7 years after the 2nd booster

Rationale:  
For an older, previously unimmunized child (above 5 years), the usual tetanus toxoid (TT) catch-up schedule involves two primary doses about 4 weeks apart, followed by a booster approximately one year after the second dose, and then subsequent boosters every five years (or ten years, depending on the guideline). A 3rd booster seven years after the 2nd booster is not part of the recommended schedule; therefore, option D is incorrect (i.e., the exception).",D,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
In a previously unimmunized children above age 5 years, tetanus primary immunization schedule includes the following except ###options: {""option1"": ""2 doses of TT at 1-month interval"", ""option2"": ""1st booster at 1 year after primary dose"", ""option3"": ""2nd booster at 5 years after the 1st booster"", ""option4"": ""3rd booster at 7 years after the 2nd booster"", ""option5"": ""NONE OF THE ABOVE""}"
