sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question_x,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,question_y,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
0ee30a014eefbbcb2c1082565f00d50469295c55e843dc5e94b12fab536dacf7,test,Male,Medicine,Intern,GH,mcq,,Pregnancy after bariatric surgery is associated with an increased risk of,Pregnancy after bariatric surgery is associated with an increased risk of,"{""option1"": ""Preeclampsia"", ""option2"": ""Preterm delivery"", ""option3"": ""NICU admission"", ""option4"": ""Stillbirths"", ""option5"": ""Malformations""}",option2,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,Pregnancy after bariatric surgery is associated with an increased risk of,no rationale,5,B,Preeclampsia,Preterm delivery,NICU admission,Stillbirths,Malformations,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Pregnancy after bariatric surgery is associated with an increased risk of
###Options:
A.  Preeclampsia
B.  Preterm delivery
C.  NICU admission
D.  Stillbirths
E.  Malformations

###Answer:","E
Explanation: Bariatric surgery has been associated with an increased risk of congenital malformations in the fetus, likely due to the increased risk of hyperglycemia and hyperlipidemia prior to conception. The risk of malformations is highest in the first trimester, when the fetus is most vulnerable to the effects of hyperglycemia and hyperlipidemia. The risk of malformations is also higher in women who have undergone gastric bypass surgery compared to those who have undergone adjustable gastric banding. Therefore, women who have undergone bariatric surgery should be counseled about the increased risk of congenital malformations and should be closely monitored during pregnancy. 
Note: While the other options may also be associated with pregnancy after bariatric surgery, the correct answer is E. Malformations. 
Note: This question is relevant to the topic of pregnancy after bariatric surgery, which is a common topic in the field of obstetrics and gynecology. The question requires the test-taker to have knowledge of the risks associated with pregnancy after bariatric surgery and to be able to identify the correct answer from the list of options.  The question is self-contained and does not require the test-taker to have access to any external information or resources. 
Note: The question is designed to test the test-taker's knowledge of the topic and their ability to apply that knowledge to a specific scenario. The question is",E,False
b6acc2c27fc1efbf5aa0376f7c24059b39b7de22cca319ab5627b233ede4a73b,test,Male,Medicine,Intern,NG,mcq,,Which of the following is least likely to cause bullous rash?,Which of the following is least likely to cause bullous rash?,"{""option1"": ""Furosemide"", ""option2"": ""Friction"", ""option3"": ""Insect bite"", ""option4"": ""Lichen planus"", ""option5"": ""NONE OF THE ABOVE""}",option4,,Dermatology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,Which of the following is least likely to cause bullous rash?,no rationale,5,D,Furosemide,Friction,Insect bite,Lichen planus,NONE OF THE ABOVE,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is least likely to cause bullous rash?
###Options:
A.  Furosemide
B.  Friction
C.  Insect bite
D.  Lichen planus
E.  NONE OF THE ABOVE

###Answer:","D
Explanation: Bullous rash is typically associated with conditions such as pemphigus, pemphigoid, and bullous pemphigoid. Lichen planus, however, is a chronic inflammatory mucocutaneous condition that is characterized by purplish, itchy, flat bumps. It is not typically associated with bullous rashes. Therefore, lichen planus is the least likely to cause a bullous rash.

Note: The other options can cause bullous rashes: Furosemide is a diuretic that can cause a bullous rash in some individuals; friction can cause bullous dermatitis; and insect bites can cause a bullous rash in some cases.  The correct answer is D. Lichen planus. 

Other information: Bullous rashes are characterized by the formation of fluid-filled blisters on the skin. They can be caused by a variety of factors, including medications, allergies, and autoimmune disorders. The appearance of a bullous rash can be alarming, but in most cases, it is not a sign of a serious underlying condition. Treatment for bullous rashes typically involves addressing the underlying cause and using topical or oral medications to reduce inflammation and promote healing. In some cases, hospitalization may be necessary to manage severe cases or to prevent complications.  If you suspect that you or someone else has a bullous rash, it is essential to seek medical attention to determine the underlying cause and receive appropriate treatment",D,True
a3a8b6f04805efe5d1250c340941e3e2dabec55b720d2cb01edbd54792c8ccae,test,Male,Medicine,Intern,GH,mcq,,Which condition gives her the highest risk of puerperal psychosis?,Which condition gives her the highest risk of puerperal psychosis?,"{""option1"": ""Anorexia nervosa"", ""option2"": ""Bipolar affective disorder"", ""option3"": ""Obsessive compulsive disorder"", ""option4"": ""Obsessive compulsive disorder"", ""option5"": ""Recurrent anxiety""}",option2,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,Which condition gives her the highest risk of puerperal psychosis?,no rationale,5,B,Anorexia nervosa,Bipolar affective disorder,Obsessive compulsive disorder,Obsessive compulsive disorder,Recurrent anxiety,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which condition gives her the highest risk of puerperal psychosis?
###Options:
A.  Anorexia nervosa
B.  Bipolar affective disorder
C.  Obsessive compulsive disorder
D.  Obsessive compulsive disorder
E.  Recurrent anxiety

###Answer:","B
Explanation: Puerperal psychosis is a severe mental illness that can occur in women following childbirth. Women with a history of bipolar affective disorder have the highest risk of developing puerperal psychosis. The risk is particularly high in the first six weeks postpartum. Women with a history of bipolar affective disorder should be closely monitored for signs of puerperal psychosis during this time. Early detection and treatment can help prevent serious complications. 

The best answer is B. Explanation: Puerperal psychosis is a severe mental illness that can occur in women following childbirth. Women with a history of bipolar affective disorder have the highest risk of developing puerperal psychosis. The risk is particularly high in the first six weeks postpartum. Women with a history of bipolar affective disorder should be closely monitored for signs of puerperal psychosis during this time. Early detection and treatment can help prevent serious complications.  This answer is correct because bipolar affective disorder is the condition that gives her the highest risk of puerperal psychosis. The other options are not correct because anorexia nervosa, obsessive compulsive disorder, and recurrent anxiety are not conditions that give her the highest risk of puerperal psychosis. 

The best answer is B. Explanation: Puerperal psychosis is a severe mental illness that can occur in women following childbirth. Women with a history of bipolar affective disorder have the highest risk of developing puerper",B,True
96eb1999f29fa7a7df56ebcf9c9e73f9a00965d6701fbfebfb1ae2a23d8d733a,test,Male,Medicine,Intern,GH,mcq,,"A couple, both aged 32, wish to start a family. They have stopped using contraception and are having regular sexual intercourse. How likely are they to conceive within one year?","A couple, both aged 32, wish to start a family. They have stopped using contraception and are having regular sexual intercourse. How likely are they to conceive within one year?","{""option1"": ""70-74%"", ""option2"": ""75-79%"", ""option3"": ""80-84%"", ""option4"": ""85-89%"", ""option5"": ""90-94%""}",option4,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,"A couple, both aged 32, wish to start a family. They have stopped using contraception and are having regular sexual intercourse. How likely are they to conceive within one year?",no rationale,5,D,70-74%,75-79%,80-84%,85-89%,90-94%,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A couple, both aged 32, wish to start a family. They have stopped using contraception and are having regular sexual intercourse. How likely are they to conceive within one year?
###Options:
A.  70-74%
B.  75-79%
C.  80-84%
D.  85-89%
E.  90-94%

###Answer:","D.  85-89% 
Explanation: A couple who are having regular, unprotected sex will have a high chance of conceiving within one year. The likelihood of conceiving within one year is approximately 85-90% for couples aged 32. This is because the female partner is likely to be in her peak reproductive years, and the chances of ovulation and fertilization are high. However, individual factors such as sperm count, egg quality, and overall health can affect the chances of conception. Therefore, option D is the correct answer. 

Note: The exact percentage can vary depending on the source and specific circumstances. However, based on general reproductive health guidelines, option D is the most accurate choice.  The American Society for Reproductive Medicine (ASRM) estimates that a couple who have regular, unprotected sex have a 20% chance of conceiving each month, and a 85% chance of conceiving within one year. Therefore, option D is the correct answer.  The American College of Obstetricians and Gynecologists (ACOG) also estimates that a couple who have regular, unprotected sex have a 85-90% chance of conceiving within one year. Therefore, option D is the correct answer.  The World Health Organization (WHO) estimates that a couple who have regular, unprotected sex have an 85% chance of conceiving within one year. Therefore, option D is the correct answer.  The Mayo Clinic estimates",D,True
53387e693144b7abc984941c686732859c6aa5f6ba2c858374e387167d8ef316,test,Male,Medicine,Intern,NG,mcq,,"28yr old with systemic sclerosis gives history of numbness of fingers when exposed to cold and subsequently turning white , then blue. What is this called ?","28 yr old with systemic sclerosis gives history of numbness of fingers when exposed to cold and subsequently turning white , then blue. What is this called ?","{""option1"": ""Raynaud\u2019s disease"", ""option2"": ""SLE"", ""option3"": ""CREST syndrome"", ""option4"": ""Raynaud\u2019s phenomenon"", ""option5"": ""NONE OF THE ABOVE""}",option4,,Dermatology,No,0.0,1.0,0.0,expert,0.0,,0.0,,,,,,,"28yr old with systemic sclerosis gives history of numbness of fingers when exposed to cold and subsequently turning white , then blue. What is this called ?",no rationale,5,D,Raynaud’s disease,SLE,CREST syndrome,Raynaud’s phenomenon,NONE OF THE ABOVE,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: 28yr old with systemic sclerosis gives history of numbness of fingers when exposed to cold and subsequently turning white , then blue. What is this called ?
###Options:
A.  Raynaud’s disease
B.  SLE
C.  CREST syndrome
D.  Raynaud’s phenomenon
E.  NONE OF THE ABOVE

###Answer:","D
Explanation: This patient has systemic sclerosis and Raynaud’s phenomenon. The history of numbness of fingers when exposed to cold and subsequently turning white, then blue is a classic description of Raynaud’s phenomenon. Raynaud’s disease is vasospasm of the arteries in the fingers and toes without any underlying disease. Raynaud’s phenomenon is vasospasm of the arteries in the fingers and toes associated with an underlying disease like systemic sclerosis. CREST syndrome is a variant of systemic sclerosis. SLE is a different autoimmune disease. The correct answer is D. Raynaud’s phenomenon. 

",D,True
d672b5b954c5ec2b73ece9cf01af87bed6fa7d8b329603264d66c7bf5e8e9e03,test,Male,Medicine,Intern,GH,mcq,,You are asked to see a 21-year-old woman for preconceptual care. She was diagnosed with generalised tonic-clonic epilepsy four years ago. This is poorly controlled. She is currently on sodium valproate and levetiracetam. What is the next step in her management?,You are asked to see a 21-year-old woman for preconceptual care. She was diagnosed with generalised tonic-clonic epilepsy four years ago. This is poorly controlled. She is currently on sodium valproate and levetiracetam. What is the next step in her management?,"{""option1"": ""Arrange MRI"", ""option2"": "". Arrange an EEG"", ""option3"": ""Commence aspirin 75 mg"", ""option4"": ""Commence folic acid 5 mg"", ""option5"": ""Review medication""}",option5,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,0.0,,0.0,,,,,,,You are asked to see a 21-year-old woman for preconceptual care. She was diagnosed with generalised tonic-clonic epilepsy four years ago. This is poorly controlled. She is currently on sodium valproate and levetiracetam. What is the next step in her management?,no rationale,5,E,Arrange MRI,. Arrange an EEG,Commence aspirin 75 mg,Commence folic acid 5 mg,Review medication,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: You are asked to see a 21-year-old woman for preconceptual care. She was diagnosed with generalised tonic-clonic epilepsy four years ago. This is poorly controlled. She is currently on sodium valproate and levetiracetam. What is the next step in her management?
###Options:
A.  Arrange MRI
B.  . Arrange an EEG
C.  Commence aspirin 75 mg
D.  Commence folic acid 5 mg
E.  Review medication

###Answer:","E
Explanation: This patient is already on two anti-epileptic drugs (AEDs), valproate and levetiracetam. The next step would be to review her medication, as her epilepsy is poorly controlled. An MRI (A) would be appropriate if there was a suspicion of a structural cause for her epilepsy. An EEG (B) may be useful to assess the effectiveness of her current medication. However, this would not be the immediate next step. Aspirin (C) is not a first-line treatment for preconceptual care. Folic acid 5 mg (D) is not the recommended dose for preconceptual care in women taking AEDs. A dose of 5 mg is recommended for women taking valproate and those with a history of neural tube defects. The recommended dose for women not taking valproate is 400 mcg.
Justification: The next step in this patient's management would be to review her medication. This is because her epilepsy is poorly controlled, despite her being on two AEDs. Reviewing her medication may involve adjusting the dose of one or both of her current AEDs, or adding a third medication. This is a more appropriate first step than arranging an MRI, EEG, or commencing aspirin or folic acid. 

The best answer is E.Note: The question is asking for the next step in the patient's management. The options provided include various diagnostic and",E,True
3a9a643a447f437c461dc569bb396ef1e3aaca872030c4e6b2d1fa0563b07ae0,test,Male,Medicine,Intern,NG,mcq,,Which of the following is used in assessing the severity of Toxic epidermal necrolysis?,Which of the following is used in assessing the severity of Toxic epidermal necrolysis?,"{""option1"": ""SCORTEN score"", ""option2"": ""MODIFIED COCK\u2019S"", ""option3"": ""RODNAN"", ""option4"": ""ADASI score"", ""option5"": ""NONE OF THE ABOVE""}",option1,,Dermatology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,Which of the following is used in assessing the severity of Toxic epidermal necrolysis?,no rationale,5,A,SCORTEN score,MODIFIED COCK’S,RODNAN,ADASI score,NONE OF THE ABOVE,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is used in assessing the severity of Toxic epidermal necrolysis?
###Options:
A.  SCORTEN score
B.  MODIFIED COCK’S
C.  RODNAN
D.  ADASI score
E.  NONE OF THE ABOVE

###Answer:","A
Explanation: SCORTEN score is used in assessing the severity of Toxic epidermal necrolysis. It is a scoring system that includes 7 criteria to predict the mortality of patients with this condition.

",A,True
0edc6625715fac6acd210a1f704c25cdfb1c27bd398bcc73fc4d835ed30ceac6,test,Male,Medicine,Intern,GH,mcq,,"A 21-year-old woman, who is known to have beta thalassemia major, attends the clinic for preconception counselling. What is the most relevant initial pre-pregnancy investigation to predict maternal complications of pregnancy?","A 21-year-old woman, who is known to have beta thalassemia major, attends the clinic for preconception counselling. What is the most relevant initial pre-pregnancy investigation to predict maternal complications of pregnancy?","{""option1"": ""Cardiac MRI"", ""option2"": ""Chest X-Ray"", ""option3"": ""ECG"", ""option4"": ""Echocardiogram"", ""option5"": ""Pulmonary function tests""}",option4,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,0.0,,0.0,,,,,,,"A 21-year-old woman, who is known to have beta thalassemia major, attends the clinic for preconception counselling. What is the most relevant initial pre-pregnancy investigation to predict maternal complications of pregnancy?",no rationale,5,D,Cardiac MRI,Chest X-Ray,ECG,Echocardiogram,Pulmonary function tests,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 21-year-old woman, who is known to have beta thalassemia major, attends the clinic for preconception counselling. What is the most relevant initial pre-pregnancy investigation to predict maternal complications of pregnancy?
###Options:
A.  Cardiac MRI
B.  Chest X-Ray
C.  ECG
D.  Echocardiogram
E.  Pulmonary function tests

###Answer:","D
Explanation: Thalassemia major is associated with significant iron overload, which can lead to cardiac complications. The echocardiogram is the most relevant initial pre-pregnancy investigation to predict maternal complications of pregnancy. It will assess the function and structure of the heart, which will guide the management and help in identifying potential risks. The other options are not as relevant in this context. 

Note: The question and options are created based on the assumption that the patient has beta thalassemia major, which is a severe form of thalassemia that requires regular blood transfusions and iron chelation therapy. This information is not explicitly stated in the question, but it is implied based on the patient's age and the fact that they are attending a preconception clinic. 

Additional Information: Beta thalassemia major is a genetic disorder that affects the production of the beta-globin chains of hemoglobin, leading to severe anemia. Regular blood transfusions are necessary to maintain adequate oxygen delivery to tissues, but this also leads to iron overload due to the breakdown of red blood cells. Iron chelation therapy is used to remove excess iron from the body and prevent cardiac complications. 

Reference: Preconception counseling for women with thalassemia major. (n.d.). Retrieved from <https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7311426/> 

Note: The reference provided is a",D,True
7bc2008a1f64b693ee48d4ef4911f9dd7a2b02803322c3507fc444efeb0bee05,test,Male,Medicine,Intern,NG,mcq,,. Erythema chronicum migrans is a migratory erythema inflammatory response to -?,. Erythema chronicum migrans is a migratory erythema inflammatory response to -?,"{""option1"": ""Borrelia borgdoferi"", ""option2"": ""Charga\u2019s disease"", ""option3"": ""Syphilis infection"", ""option4"": ""Molluscum contagiosum"", ""option5"": ""NONE OF THE ABOVE""}",option1,,Dermatology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,. Erythema chronicum migrans is a migratory erythema inflammatory response to -?,no rationale,5,A,Borrelia borgdoferi,Charga’s disease,Syphilis infection,Molluscum contagiosum,NONE OF THE ABOVE,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: . Erythema chronicum migrans is a migratory erythema inflammatory response to -?
###Options:
A.  Borrelia borgdoferi
B.  Charga’s disease
C.  Syphilis infection
D.  Molluscum contagiosum
E.  NONE OF THE ABOVE

###Answer:","A
Explanation: Erythema chronicum migrans (ECM) is a characteristic rash that appears in the early stages of Lyme disease. It is a migratory erythema, which means that it expands outward from the center in a circular pattern, often with a clear center. The rash typically appears within 3 to 30 days after the tick bite and can be accompanied by flu-like symptoms such as fever, headache, and fatigue. The rash is usually not painful, but it can be itchy. ECM is caused by the bacterium Borrelia burgdorferi, which is transmitted to humans through the bite of an infected blacklegged tick (Ixodes scapularis). In some cases, the rash may not appear at all, or it may be mistaken for another skin condition. If left untreated, Lyme disease can spread to the joints, nervous system, and other parts of the body, leading to serious complications. Early recognition and treatment of ECM is essential to prevent the progression of Lyme disease. 

The best answer is A. Corrected-Explanation: Erythema chronicum migrans (ECM) is a characteristic rash that appears in the early stages of Lyme disease. It is a migratory erythema, which means that it expands outward from the center in a circular pattern, often with a clear center. The rash typically appears within 3 to 30 days after the tick bite and can be accompanied by flu-like",A,True
f73f02f9769c0ccf2aa4e49f47432030c67d138b782dce07e6e4968835aea46a,test,Male,Medicine,Intern,GH,mcq,,The following is true regarding the risk factors for cervical cancer,The following is true regarding the risk factors for cervical cancer,"{""option1"": ""History of vaginal intraepithelial neoplasia is protective"", ""option2"": ""Smoking is a risk factor"", ""option3"": ""Use of combined oral contraceptives is protective"", ""option4"": ""Immunosuppression is protective"", ""option5"": ""Which of the following is true regarding the pathophysiology of cervical cancer""}",option2,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,The following is true regarding the risk factors for cervical cancer,no rationale,5,B,History of vaginal intraepithelial neoplasia is protective,Smoking is a risk factor,Use of combined oral contraceptives is protective,Immunosuppression is protective,Which of the following is true regarding the pathophysiology of cervical cancer,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The following is true regarding the risk factors for cervical cancer
###Options:
A.  History of vaginal intraepithelial neoplasia is protective
B.  Smoking is a risk factor
C.  Use of combined oral contraceptives is protective
D.  Immunosuppression is protective
E.  Which of the following is true regarding the pathophysiology of cervical cancer

###Answer:","B
Explanation: Smoking is a risk factor for cervical cancer.  This is due to the decreased immune response and increased risk of human papillomavirus (HPV) infection.  HPV is the primary cause of cervical cancer.  The risk factors for cervical cancer include: HPV infection, smoking, low socioeconomic status, and a history of sexually transmitted infections.  The protective factors for cervical cancer include: use of condoms, screening, and vaccination against HPV.  Immunosuppression increases the risk of cervical cancer, not decreases it.  A history of vaginal intraepithelial neoplasia is not protective against cervical cancer.  Use of combined oral contraceptives may actually increase the risk of cervical cancer.  Therefore, the correct answer is B.  Smoking is a risk factor for cervical cancer. 

",B,True
e8d872ac99b7f1d685a5baa790adddb1082af8f5934bbf7a0bc9633d84205dd0,test,Male,Medicine,Intern,NG,mcq,,Which of the following is true about Stevens-Johnson syndrome?,Which of the following is true about Stevens-Johnson syndrome?,"{""option1"": ""Involves <10% of BSA"", ""option2"": ""Involves 10-30% of BSA"", ""option3"": ""Involves >30% of BSA"", ""option4"": ""Also called TENS"", ""option5"": ""NONE OF THE ABOVE""}",option1,,Dermatology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,Which of the following is true about Stevens-Johnson syndrome?,no rationale,5,A,Involves <10% of BSA,Involves 10-30% of BSA,Involves >30% of BSA,Also called TENS,NONE OF THE ABOVE,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is true about Stevens-Johnson syndrome?
###Options:
A.  Involves <10% of BSA
B.  Involves 10-30% of BSA
C.  Involves >30% of BSA
D.  Also called TENS
E.  NONE OF THE ABOVE

###Answer:","D
Explanation: Stevens-Johnson syndrome is also known as toxic epidermal necrolysis (TEN). TEN is a condition that involves a widespread loss of skin and mucous membrane tissue. It is considered a medical emergency. The skin lesions in TEN typically involve more than 30% of the body surface area, but it can be as little as 10% in some cases. Therefore, the best answer is D. 

",D,False
f5c2389ec95878b6e51bc053dd2506110d928c315178fc0d9cda1a2a409db405,test,Male,Medicine,Intern,GH,mcq,,Which of the following is true regarding the pathophysiology of cervical cancer ,Which of the following is true regarding the pathophysiology of cervical cancer ,"{""option1"": ""The early open reading frame proteins make up the viral capsid"", ""option2"": ""The late open reading proteins function as regulatory proteins"", ""option3"": ""E7 binds to and inactivates the Rb protein"", ""option4"": ""E6 binds to and inactivates the Rb protein"", ""option5"": ""Functional loss of P53 leads to censored cell growth""}",option3,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,Which of the following is true regarding the pathophysiology of cervical cancer ,no rationale,5,C,The early open reading frame proteins make up the viral capsid,The late open reading proteins function as regulatory proteins,E7 binds to and inactivates the Rb protein,E6 binds to and inactivates the Rb protein,Functional loss of P53 leads to censored cell growth,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is true regarding the pathophysiology of cervical cancer 
###Options:
A.  The early open reading frame proteins make up the viral capsid
B.  The late open reading proteins function as regulatory proteins
C.  E7 binds to and inactivates the Rb protein
D.  E6 binds to and inactivates the Rb protein
E.  Functional loss of P53 leads to censored cell growth

###Answer:","C
Explanation: The E7 protein of the human papillomavirus (HPV) binds to and inactivates the retinoblastoma protein (Rb), a tumor suppressor protein that regulates cell cycle progression. This inactivation of Rb leads to uncontrolled cell proliferation and is a key step in the pathogenesis of cervical cancer. The E6 protein of HPV also plays a role in the pathogenesis of cervical cancer, but it does not bind to and inactivate Rb. Instead, E6 binds to and inactivates p53, another tumor suppressor protein that regulates cell cycle progression. The inactivation of p53 leads to genomic instability and is also a key step in the pathogenesis of cervical cancer. Therefore, option C is the correct answer. 

Note: The question is based on the pathophysiology of cervical cancer and the answer should be based on the provided information. The other options are incorrect and should not be considered as the correct answer. 

Note: The question is based on the pathophysiology of cervical cancer and the answer should be based on the provided information. The other options are incorrect and should not be considered as the correct answer.  The late open reading frame proteins function as structural proteins, not regulatory proteins. The early open reading frame proteins function as regulatory proteins. Functional loss of P53 leads to uncontrolled cell growth. 

Note: The question is based on the pathophysiology of cervical cancer and",C,True
520d8471e6f3a8bc51cbda7c126a2ca360087c62113021cd0bfa469e40ea0f00,test,Male,Medicine,Intern,NG,mcq,,"A 5yr old boy developed itchy read wheals on the trunks after ingestion of egg, associated wheezing and breathlessness. What dose of IM adrenaline should be given?","A 5 yr old boy developed itchy read wheals on the trunks after ingestion of egg, associated wheezing and breathlessness. What dose of IM adrenaline should be given?","{""option1"": ""0.15ml 1:1000"", ""option2"": ""0.15ml 1:10,000"", ""option3"": ""0.3ml 1 in 10,000"", ""option4"": ""0.5ml 1 in 1000"", ""option5"": ""NONE OF THE ABOVE""}",option1,,Dermatology,No,0.0,1.0,1.0,expert,0.0,,0.0,,,,,,,"A 5yr old boy developed itchy read wheals on the trunks after ingestion of egg, associated wheezing and breathlessness. What dose of IM adrenaline should be given?",no rationale,5,A,0.15ml 1:1000,"0.15ml 1:10,000","0.3ml 1 in 10,000",0.5ml 1 in 1000,NONE OF THE ABOVE,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 5yr old boy developed itchy read wheals on the trunks after ingestion of egg, associated wheezing and breathlessness. What dose of IM adrenaline should be given?
###Options:
A.  0.15ml 1:1000
B.  0.15ml 1:10,000
C.  0.3ml 1 in 10,000
D.  0.5ml 1 in 1000
E.  NONE OF THE ABOVE

###Answer:","C
Explanation: The child has anaphylaxis and needs IM adrenaline. The dose is 0.01mg/kg, which is approximately 0.3ml of 1:10,000 solution for a 5yr old child. 

",C,False
c0ae66749fbb89f872854d9668075c78c122f5320ec58dd63f4bfc109e9e2c53,test,Male,Medicine,Intern,GH,mcq,,Madam AB is diagnosed with cervical carcinoma in situ. The following are treatment options EXCEPT,Madam AB is diagnosed with cervical carcinoma in situ. The following are treatment options EXCEPT,"{""option1"": ""Watchful waiting"", ""option2"": ""Simple hysterectomy"", ""option3"": ""Laser ablation"", ""option4"": ""Cryosurgery"", ""option5"": ""Loop excision""}",option1,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,Madam AB is diagnosed with cervical carcinoma in situ. The following are treatment options EXCEPT,no rationale,5,A,Watchful waiting,Simple hysterectomy,Laser ablation,Cryosurgery,Loop excision,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Madam AB is diagnosed with cervical carcinoma in situ. The following are treatment options EXCEPT
###Options:
A.  Watchful waiting
B.  Simple hysterectomy
C.  Laser ablation
D.  Cryosurgery
E.  Loop excision

###Answer:","A
Explanation: Watchful waiting is not a treatment option for cervical carcinoma in situ, which is a pre-cancerous lesion. It is a management approach for early-stage cancer, but it is not appropriate for pre-cancerous lesions.

",A,True
