sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version,requires_african_expertise,model_prompt
d6449cc3abea72bdb3a24ad2f906b018485d187ac7b803eb3bf4a38fed87d548,test,Male,Medicine,Licensed Professional,GH,mcq,,"A 19-year-old man is seen at the Renal clinic with history of recurrent haematuria. He also complains of hearing loss. On further questioning, it is found out that his brother also suffers from kidney disease and hearing loss. Blood pressure checked is 130/78 mmHg. Abdominal examination is unremarkable. Urine dipstick done shows blood 1+ and no protein. What is the most likely cause of this patient’s haematuria?
","A 19-year-old man is seen at the Renal clinic with history of recurrent haematuria. He also complains of hearing loss. On further questioning, it is found out that his brother also suffers from kidney disease and hearing loss. Blood pressure checked is 130/78 mmHg. Abdominal examination is unremarkable. Urine dipstick done shows blood 1+ and no protein. What is the most likely cause of this patient’s haematuria?
","
A. IgA nephropathy, 
B. Congenital nephrotic syndrome, 
C. Post streptococcal glomerulonephritis, 
D. Alport syndrome, 
E. Autosomal dominant polycystic kidney disease",D,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: A 19-year-old man is seen at the Renal clinic with history of recurrent haematuria. He also complains of hearing loss. On further questioning, it is found out that his brother also suffers from kidney disease and hearing loss. Blood pressure checked is 130/78 mmHg. Abdominal examination is unremarkable. Urine dipstick done shows blood 1+ and no protein. What is the most likely cause of this patient’s haematuria?


###Options:
A. IgA nephropathy, 
B. Congenital nephrotic syndrome, 
C. Post streptococcal glomerulonephritis, 
D. Alport syndrome, 
E. Autosomal dominant polycystic kidney disease

###Answer:"
be898fc0e7b89ec018edb151781db93bb97373519fc427768a0c1ba120ca5016,test,Male,Medicine,Licensed Professional,GH,mcq,,"Indication for urgent dialysis in kidney disease include the following except
","Indication for urgent dialysis in kidney disease include the following except
","
A. Refractory hyperkalaemia, 
B. Severe hypertension, 
C. Uraemic pericarditis, 
D. Refractory pulmonary oedema, 
E. Uraemic encephalopathy",B,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Indication for urgent dialysis in kidney disease include the following except


###Options:
A. Refractory hyperkalaemia, 
B. Severe hypertension, 
C. Uraemic pericarditis, 
D. Refractory pulmonary oedema, 
E. Uraemic encephalopathy

###Answer:"
edc4d2a5b76734fa91ea5d1f26df6c9f69220042defb279448fd0eb3dd1b00d7,test,Male,Medicine,Licensed Professional,GH,mcq,,"Contraindications to renal biopsy include the following except
","Contraindications to renal biopsy include the following except
","
A. Active renal or perirenal infection, 
B. Skin infection at biopsy site, 
C. Renal masses, 
D. Bleeding diasthesis, 
E. Uncontrolled severe hypertension",C,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Contraindications to renal biopsy include the following except


###Options:
A. Active renal or perirenal infection, 
B. Skin infection at biopsy site, 
C. Renal masses, 
D. Bleeding diasthesis, 
E. Uncontrolled severe hypertension

###Answer:"
f67b18d5a8f6938cd040326a55b9306a4e7edc1201dc56164897a4a1e1baebd9,test,Male,Medicine,Licensed Professional,GH,mcq,,"An 18-year-old female returns to the hospital 72 hours after being prescribed amoxicillin for pharyngitis. She is worried that her symptoms are getting worse. She has developed a skin rash and has suffered more fevers over the past 24 hours. Her blood pressure is 141/84 mmHg and her heart rate is 88bpm and regular. Full blood count shows marked eosinophilia and kidney function test reveals elevated creatinine. Urine test shows protein 1+ and blood 1+. What is the most likely diagnosis?
","An 18-year-old female returns to the hospital 72 hours after being prescribed amoxicillin for pharyngitis. She is worried that her symptoms are getting worse. She has developed a skin rash and has suffered more fevers over the past 24 hours. Her blood pressure is 141/84 mmHg and her heart rate is 88 bpm and regular. Full blood count shows marked eosinophilia and kidney function test reveals elevated creatinine. Urine test shows protein 1+ and blood 1+. What is the most likely diagnosis?
","
A. IgA nephropathy, 
B. Goodpasture\u2019s disease, 
C. Acute interstitial nephritis, 
D. Post streptococcal glomerulonephritis, 
E. Eosinophilic granulomatosis with polyangiitis",C,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: An 18-year-old female returns to the hospital 72 hours after being prescribed amoxicillin for pharyngitis. She is worried that her symptoms are getting worse. She has developed a skin rash and has suffered more fevers over the past 24 hours. Her blood pressure is 141/84 mmHg and her heart rate is 88bpm and regular. Full blood count shows marked eosinophilia and kidney function test reveals elevated creatinine. Urine test shows protein 1+ and blood 1+. What is the most likely diagnosis?


###Options:
A. IgA nephropathy, 
B. Goodpasture\u2019s disease, 
C. Acute interstitial nephritis, 
D. Post streptococcal glomerulonephritis, 
E. Eosinophilic granulomatosis with polyangiitis

###Answer:"
6f2c07a6f1f39a877243f2f49d374f12a85a9389cf1fe99e6c1f62416e562613,test,Male,Medicine,Licensed Professional,GH,mcq,,"A 65-year-old woman who has end stage kidney disease and on haemodialysis reports with severe bone pains and lethargy. Blood tests shows elevated serum calcium, elevated serum phosphate and elevated parathyroid hormone. Alkaline phosphatase levels are normal. Which of the following is the most likely diagnosis?
","A 65-year-old woman who has end stage kidney disease and on haemodialysis reports with severe bone pains and lethargy. Blood tests shows elevated serum calcium, elevated serum phosphate and elevated parathyroid hormone. Alkaline phosphatase levels are normal. Which of the following is the most likely diagnosis?
","
A. Osteomalacia, 
B. Paget disease, 
C. Primary hyperparathyroidism, 
D. Secondary hyperparathyroidism, 
E. Tertiary hyperparathyroidism",E,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: A 65-year-old woman who has end stage kidney disease and on haemodialysis reports with severe bone pains and lethargy. Blood tests shows elevated serum calcium, elevated serum phosphate and elevated parathyroid hormone. Alkaline phosphatase levels are normal. Which of the following is the most likely diagnosis?


###Options:
A. Osteomalacia, 
B. Paget disease, 
C. Primary hyperparathyroidism, 
D. Secondary hyperparathyroidism, 
E. Tertiary hyperparathyroidism

###Answer:"
d7a3164d6fb69e834a6eeea1c7934ac2734a2e8dc41ef5434a77d15b9abcced2,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which statement concerning proteinuria is true?
","Which statement concerning proteinuria is true?
","
A. Proteinuria can be caused by standing for prolonged periods., 
B. The commonest protein found in urine is gamma globulin., 
C. Proteinuria never occurs in pregnancy., 
D. Proteinuria always indicates kidney disease., 
E. Proteinuria is harmless unless associated with haematuria.",A,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which statement concerning proteinuria is true?


###Options:
A. Proteinuria can be caused by standing for prolonged periods., 
B. The commonest protein found in urine is gamma globulin., 
C. Proteinuria never occurs in pregnancy., 
D. Proteinuria always indicates kidney disease., 
E. Proteinuria is harmless unless associated with haematuria.

###Answer:"
af361b29045bb002d5897ea21a39acf748cf67b56617d404a070949d64f7313c,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following is characteristic of haemolytic uraemic syndrome?
","Which of the following is characteristic of haemolytic uraemic syndrome?
","
A. It is rare in children, 
B. Fragmented red blood cells are seen on peripheral blood examination, 
C. Fever and neurological symptoms are frequently seen, 
D. Escherichia coli is commonly isolated from the blood, 
E. Complete recovery is rare",B,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following is characteristic of haemolytic uraemic syndrome?


###Options:
A. It is rare in children, 
B. Fragmented red blood cells are seen on peripheral blood examination, 
C. Fever and neurological symptoms are frequently seen, 
D. Escherichia coli is commonly isolated from the blood, 
E. Complete recovery is rare

###Answer:"
15359296ce304505b12c9581f1bdb808714b5b09b4ba6ccb53e356dd0011a756,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which glomerulonephritis is usually associated with HIV?
","Which glomerulonephritis is usually associated with HIV?
","
A. Minimal change disease, 
B. Focal segmental glomerulosclerosis, 
C. Membranous nephropathy, 
D. Rapidly progressive glomerulonephritis, 
E. IgA nephropathy",B,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which glomerulonephritis is usually associated with HIV?


###Options:
A. Minimal change disease, 
B. Focal segmental glomerulosclerosis, 
C. Membranous nephropathy, 
D. Rapidly progressive glomerulonephritis, 
E. IgA nephropathy

###Answer:"
3e81d78c542b1dbdd74b61dd7d4e8578a05753a5b26f9ed64183deeb45fa053e,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following is the most common type of kidney stone?
","Which of the following is the most common type of kidney stone?
","
A. Calcium oxalate, 
B. Struvite, 
C. Uric acid, 
D. Cystine, 
E. Calcium phosphate",A,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following is the most common type of kidney stone?


###Options:
A. Calcium oxalate, 
B. Struvite, 
C. Uric acid, 
D. Cystine, 
E. Calcium phosphate

###Answer:"
2bb5f720a62a4f0b9e46e3d6b6b7aa584daceff5694b79335a7a5df01748fb71,test,Male,Medicine,Licensed Professional,GH,mcq,,"In a patient with established chronic kidney disease, an estimated glomerular filtration rate of 17 indicates which stage of chronic kidney disease?","In a patient with established chronic kidney disease, an estimated glomerular filtration rate of 17 indicates which stage of chronic kidney disease?","
A. 3a, 
B. 3b, 
C. 2, 
D. 5, 
E. 4",E,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: In a patient with established chronic kidney disease, an estimated glomerular filtration rate of 17 indicates which stage of chronic kidney disease?

###Options:
A. 3a, 
B. 3b, 
C. 2, 
D. 5, 
E. 4

###Answer:"
e6cd5a68bb72935fb28146f1d4ea7b89771af98b2bbd9cc962ed07e97d483d6e,test,Male,Medicine,Licensed Professional,GH,mcq,,"A 16-year-old male presents with vomiting and haematuria. He had been given antibiotics for pharyngitis three weeks earlier. Blood pressure is 150/98 mmHg. Urine dipstick done showed blood 3+ and protein 1+. Elevated creatinine and urea levels are seen on renal function test. What is the most likely diagnosis?
","A 16-year-old male presents with vomiting and haematuria. He had been given antibiotics for pharyngitis three weeks earlier. Blood pressure is 150/98 mmHg. Urine dipstick done showed blood 3+ and protein 1+. Elevated creatinine and urea levels are seen on renal function test. What is the most likely diagnosis?
","
A. Anti-glomerular basement membrane disease, 
B. IgA nephropathy, 
C. Acute interstitial nephritis, 
D. ANCA associated glomerulonephritis, 
E. Post streptococcal glomerulonephritis",E,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: A 16-year-old male presents with vomiting and haematuria. He had been given antibiotics for pharyngitis three weeks earlier. Blood pressure is 150/98 mmHg. Urine dipstick done showed blood 3+ and protein 1+. Elevated creatinine and urea levels are seen on renal function test. What is the most likely diagnosis?


###Options:
A. Anti-glomerular basement membrane disease, 
B. IgA nephropathy, 
C. Acute interstitial nephritis, 
D. ANCA associated glomerulonephritis, 
E. Post streptococcal glomerulonephritis

###Answer:"
394ee653da2cbcf5c14b5a2fe16f3f9cbfce0180c20cdc8e00ff305cad2e5605,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following is not a cause of a high anion gap metabolic acidosis?
","Which of the following is not a cause of a high anion gap metabolic acidosis?
","
A. Starvation, 
B. Alcoholic ketoacidosis, 
C. Diabetic ketoacidosis, 
D. Diarrhoea, 
E. Lactic acidosis",D,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following is not a cause of a high anion gap metabolic acidosis?


###Options:
A. Starvation, 
B. Alcoholic ketoacidosis, 
C. Diabetic ketoacidosis, 
D. Diarrhoea, 
E. Lactic acidosis

###Answer:"
b2fb773955242d9a97117f0603f66ded792a7b4b0b77d125748b53c587b906b0,test,Male,Medicine,Licensed Professional,GH,mcq,,"Low serum C3 levels is associated with which of the following conditions?
","Low serum C 3 levels is associated with which of the following conditions?
","
A. Membranous nephropathy, 
B. Focal segmental glomerulosclerosis, 
C. Cryoglubinaemia, 
D. Post streptococcal glomerulonephritis, 
E. Minimal change disease",D,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Low serum C3 levels is associated with which of the following conditions?


###Options:
A. Membranous nephropathy, 
B. Focal segmental glomerulosclerosis, 
C. Cryoglubinaemia, 
D. Post streptococcal glomerulonephritis, 
E. Minimal change disease

###Answer:"
e0e60b3a7b1c446d952cd5ac1bd5c374e34eff56bf4a6c0872c2bf0f82517251,test,Male,Medicine,Licensed Professional,GH,mcq,,"Where does pH regulation occur in the kidney?

","Where does p H regulation occur in the kidney?

","
A. Glomerulus, 
B. Distal tubule, 
C. Loop of Henle, 
D. Collecting duct, 
E. Proximal tubule",B,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Where does pH regulation occur in the kidney?



###Options:
A. Glomerulus, 
B. Distal tubule, 
C. Loop of Henle, 
D. Collecting duct, 
E. Proximal tubule

###Answer:"
cd7583eb9243e434a63f402e6e19fe5566039718621d9284ff5bffc2c84b1922,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following conditions which affect the kidney presents with raised c-ANCA levels?
","Which of the following conditions which affect the kidney presents with raised c-ANCA levels?
","
A. Scleroderma, 
B. Granulomatosis with polyangiitis, 
C. Systemic lupus erythematosus, 
D. Anti-glomerular basement membrane disease, 
E. Polyarteritis nodosa",B,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following conditions which affect the kidney presents with raised c-ANCA levels?


###Options:
A. Scleroderma, 
B. Granulomatosis with polyangiitis, 
C. Systemic lupus erythematosus, 
D. Anti-glomerular basement membrane disease, 
E. Polyarteritis nodosa

###Answer:"
be7ef0b2a9dc39bd99ff8cd0f1341614ba6ab356ad8c6b7cf7f76d7ecc1bd7b1,test,Male,Medicine,Licensed Professional,GH,mcq,,"Concerning renal artery stenosis due to fibromuscular dysplasia
","Concerning renal artery stenosis due to fibromuscular dysplasia
","
A. Frequently occurs after vascular surgery, 
B. Close association with Marfan syndrome, 
C. More common in cigarette smokers, 
D. More common in younger patients, 
E. Mostly affects males",D,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Concerning renal artery stenosis due to fibromuscular dysplasia


###Options:
A. Frequently occurs after vascular surgery, 
B. Close association with Marfan syndrome, 
C. More common in cigarette smokers, 
D. More common in younger patients, 
E. Mostly affects males

###Answer:"
249de244808aeedd0eb20c09374c4bed324735cedde22f67c9da142c87b9f337,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following when present suggests chronic kidney disease and not acute kidney injury?
","Which of the following when present suggests chronic kidney disease and not acute kidney injury?
","
A. Pulmonary oedema, 
B. Metabolic acidosis, 
C. Secondary hyperparathyroidism, 
D. Hyperkalaemia, 
E. Uraemic encephalopathy",C,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following when present suggests chronic kidney disease and not acute kidney injury?


###Options:
A. Pulmonary oedema, 
B. Metabolic acidosis, 
C. Secondary hyperparathyroidism, 
D. Hyperkalaemia, 
E. Uraemic encephalopathy

###Answer:"
496cd9895b158be46db19aa887e6dec4351c971d56fa011d647f8403ffe3b476,test,Male,Medicine,Licensed Professional,GH,mcq,,"A 38-year-old woman presents with sudden onset left sided weakness. She mentions she has been unwell for the past few days with fever and diarrhoea. She has bruising and petechiae on both upper and lower limbs. Blood tests are significant for reduced haemoglobin, severe thrombocytopenia, elevated creatinine and hyperkalaemia. Urine dipstick shows protein 1+ and blood +. What is the most likely cause of the renal impairment?
","A 38-year-old woman presents with sudden onset left sided weakness. She mentions she has been unwell for the past few days with fever and diarrhoea. She has bruising and petechiae on both upper and lower limbs. Blood tests are significant for reduced haemoglobin, severe thrombocytopenia, elevated creatinine and hyperkalaemia. Urine dipstick shows protein 1+ and blood +. What is the most likely cause of the renal impairment?
","
A. Lupus nephritis, 
B. Post streptococcal glomerulonephritis, 
C. Thrombotic thrombocytopenic purpura, 
D. Haemolytic uraemic syndrome, 
E. ANCA associated glomerulonephritis",C,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: A 38-year-old woman presents with sudden onset left sided weakness. She mentions she has been unwell for the past few days with fever and diarrhoea. She has bruising and petechiae on both upper and lower limbs. Blood tests are significant for reduced haemoglobin, severe thrombocytopenia, elevated creatinine and hyperkalaemia. Urine dipstick shows protein 1+ and blood +. What is the most likely cause of the renal impairment?


###Options:
A. Lupus nephritis, 
B. Post streptococcal glomerulonephritis, 
C. Thrombotic thrombocytopenic purpura, 
D. Haemolytic uraemic syndrome, 
E. ANCA associated glomerulonephritis

###Answer:"
9c7e8557cbba954ea39075f20ad2e054d0a2a8278131f429095ce118f7bd1bbb,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following best represents the diuretic site of action of Indapamide?
","Which of the following best represents the diuretic site of action of Indapamide?
","
A. Ascending loop of Henle, 
B. Descending loop of Henle, 
C. Distal tubule, 
D. Efferent arteriole, 
E. Proximal tubule",C,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following best represents the diuretic site of action of Indapamide?


###Options:
A. Ascending loop of Henle, 
B. Descending loop of Henle, 
C. Distal tubule, 
D. Efferent arteriole, 
E. Proximal tubule

###Answer:"
17e41c6f603ea059653015b14170982add1b826e0c287d5de248d4d669366479,test,Male,Medicine,Licensed Professional,GH,mcq,,"A 19-year-old man is presents with haematuria, hypertension and a mildly elevated creatinine level. His father has haematuria, renal impairment and deafness. His sister also has haematuria but does not have renal impairment and her hearing is normal. His blood pressure is 152/90 mmHg, and his pulse is 72 bpm and regular. His abdomen is soft and non-tender, with no masses. What defect is most likely to be found explaining these symptoms?
","A 19-year-old man is presents with haematuria, hypertension and a mildly elevated creatinine level. His father has haematuria, renal impairment and deafness. His sister also has haematuria but does not have renal impairment and her hearing is normal. His blood pressure is 152/90 mmHg, and his pulse is 72 bpm and regular. His abdomen is soft and non-tender, with no masses. What defect is most likely to be found explaining these symptoms?
","
A. Cystic fibrosis transmembrane conductance receptor, 
B. Epithelial sodium channel, 
C. Polycystin-1, 
D. Type IV collagen, 
E. Aquaporin 4",D,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: A 19-year-old man is presents with haematuria, hypertension and a mildly elevated creatinine level. His father has haematuria, renal impairment and deafness. His sister also has haematuria but does not have renal impairment and her hearing is normal. His blood pressure is 152/90 mmHg, and his pulse is 72 bpm and regular. His abdomen is soft and non-tender, with no masses. What defect is most likely to be found explaining these symptoms?


###Options:
A. Cystic fibrosis transmembrane conductance receptor, 
B. Epithelial sodium channel, 
C. Polycystin-1, 
D. Type IV collagen, 
E. Aquaporin 4

###Answer:"
d1223bc4f5bba41b56ca5c43e294a0d24bd4c60862049f213beb7205bf089e62,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following electrolyte abnormalities is a cause of polyuria?




","Which of the following electrolyte abnormalities is a cause of polyuria?




","
A. Hyperkalaemia, 
B. Hyponatraemia, 
C. Hypercalcaemia, 
D. Hypocalcaemia, 
E. Hypokalaemia",C,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following electrolyte abnormalities is a cause of polyuria?






###Options:
A. Hyperkalaemia, 
B. Hyponatraemia, 
C. Hypercalcaemia, 
D. Hypocalcaemia, 
E. Hypokalaemia

###Answer:"
def01d1bc6ff2730590b3090bcc8433a74da2239a5d09496c4a06d5e78ebc403,test,Male,Medicine,Licensed Professional,GH,mcq,,"A 50-year-old man who was diagnosed of hypertension and started on Lisinopril 10 mg daily is referred to the Renal clinic due to hyperkalaemia and marked elevation in serum creatinine seen on on repeat kidney function test done after 2 weeks. What is the most useful investigation to identify the possible reason for this observation?
","A 50-year-old man who was diagnosed of hypertension and started on Lisinopril 10 mg daily is referred to the Renal clinic due to hyperkalaemia and marked elevation in serum creatinine seen on on repeat kidney function test done after 2 weeks. What is the most useful investigation to identify the possible reason for this observation?
","
A. Renin and angiotensin levels, 
B. Renal tract ultrasound, 
C. Urinary electrolytes, 
D. CT renal angiogram, 
E. Short synacthen test",C,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: A 50-year-old man who was diagnosed of hypertension and started on Lisinopril 10 mg daily is referred to the Renal clinic due to hyperkalaemia and marked elevation in serum creatinine seen on on repeat kidney function test done after 2 weeks. What is the most useful investigation to identify the possible reason for this observation?


###Options:
A. Renin and angiotensin levels, 
B. Renal tract ultrasound, 
C. Urinary electrolytes, 
D. CT renal angiogram, 
E. Short synacthen test

###Answer:"
078b13b015c8b4192ea9a2cca33fd7ad21b65f9383c99f4306b890de3f4f4671,test,Male,Medicine,Licensed Professional,GH,mcq,,"Which of the following medications have not been shown to reduce the progression of chronic kidney disease from diabetic nephropathy?
","Which of the following medications have not been shown to reduce the progression of chronic kidney disease from diabetic nephropathy?
","
A. Finerenone, 
B. Losartan, 
C. Lisinopril, 
D. Dapagliflozin, 
E. Glimepiride",E,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: Which of the following medications have not been shown to reduce the progression of chronic kidney disease from diabetic nephropathy?


###Options:
A. Finerenone, 
B. Losartan, 
C. Lisinopril, 
D. Dapagliflozin, 
E. Glimepiride

###Answer:"
1cb9c3279969f994c3469ef817212311042acb9541ea71d9b93baae6a44a4bf8,test,Male,Medicine,Licensed Professional,GH,mcq,,"What is the most common cause of death in patients with end stage kidney disease on haemodialysis?
","What is the most common cause of death in patients with end stage kidney disease on haemodialysis?
","
A. Infections, 
B. Cerebrovascular disease, 
C. Malignancy, 
D. Cardiovascular disease, 
E. Hyperkalaemia",D,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: What is the most common cause of death in patients with end stage kidney disease on haemodialysis?


###Options:
A. Infections, 
B. Cerebrovascular disease, 
C. Malignancy, 
D. Cardiovascular disease, 
E. Hyperkalaemia

###Answer:"
3075fa182c2bea2738211906fc56bbf8a8777197e848acc864f476cf04f61287,test,Male,Medicine,Licensed Professional,GH,mcq,,"What is the most appropriate haemoglobin target for chronic kidney disease patients on erythropoietin therapy for anaemia.
","What is the most appropriate haemoglobin target for chronic kidney disease patients on erythropoietin therapy for anaemia.
","
A. 11 g/dL, 
B. 9 g/dL, 
C. 13 g/dL, 
D. 14 g/dL, 
E. 8 g/dL",A,,Nephrology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: What is the most appropriate haemoglobin target for chronic kidney disease patients on erythropoietin therapy for anaemia.


###Options:
A. 11 g/dL, 
B. 9 g/dL, 
C. 13 g/dL, 
D. 14 g/dL, 
E. 8 g/dL

###Answer:"
dada4d61b14696cd165474a39fdec770b6dd8da0e1f32d1d48ccf53a010878bf,test,Male,Medicine,Licensed Professional,GH,mcq,,"A 38-year-old male presents with hypertension and worsening renal function.  An ultrasound done showed multiple cysts in both kidneys as well as cysts in the liver. A diagnosis of polycystic kidney disease is made. Which of the following is the most important association with the diagnosis?
","A 38-year-old male presents with hypertension and worsening renal function. An ultrasound done showed multiple cysts in both kidneys as well as cysts in the liver. A diagnosis of polycystic kidney disease is made. Which of the following is the most important association with the diagnosis?
","
A. Infertility, 
B. Colon cancer, 
C. Type 1 diabetes, 
D. Cerebral aneurysms, 
E. Mitral stenosis",D,,Nephrology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v2,0,"###Instruction: 
The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer.

###Question: A 38-year-old male presents with hypertension and worsening renal function.  An ultrasound done showed multiple cysts in both kidneys as well as cysts in the liver. A diagnosis of polycystic kidney disease is made. Which of the following is the most important association with the diagnosis?


###Options:
A. Infertility, 
B. Colon cancer, 
C. Type 1 diabetes, 
D. Cerebral aneurysms, 
E. Mitral stenosis

###Answer:"
