sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
4433feaccb69aa3c8bdc533af116f0c8a00d1143abfd924f52c492588d37a31b,Which of the following is a common complication of untreated type 2 diabetes mellitus in African populations?,"Peripheral neuropathy is a common complication of diabetes mellitus, leading to sensory and motor deficits, particularly in patients with poor glycemic control.",5,A,Peripheral neuropathy,Retinopathy,Diabetic ketoacidosis (DKA),Non-alcoholic fatty liver disease (NAFLD),Cushing's syndrome,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is a common complication of untreated type 2 diabetes mellitus in African populations?
###Options:
A.  Peripheral neuropathy
B.  Retinopathy
C.  Diabetic ketoacidosis (DKA)
D.  Non-alcoholic fatty liver disease (NAFLD)
E.  Cushing's syndrome

###Answer:","B. Retinopathy

Rationale: In untreated type 2 diabetes mellitus, retinopathy is a common complication among African populations, as well as globally. Diabetic retinopathy occurs due to chronic hyperglycemia, leading to damage to the blood vessels in the retina, which can ultimately cause vision problems or even blindness if not treated. While peripheral neuropathy and NAFLD are also complications of type 2 diabetes, retinopathy is notably prevalent and a significant cause of morbidity. Diabetic ketoacidosis (DKA) typically occurs more often in type 1 diabetes than in type 2, and Cushing's syndrome is unrelated to diabetes as it results from cortisol excess.",B,False,0.2474226769050909,0.08547008252465493,0.20618556350302902,0.8401993,0.8959973,0.8672017
76d1c7103a4aa6a2f062812bc3d28a5757341ad7d08e53c463060d88c45ed699,Which of the following is a common manifestation of African endemic Lassa fever?,"Lassa fever can present with symptoms such as fever, sore throat, and a petechial rash, particularly in severe cases.",5,D,Hemoptysis,Renal failure,Retrosternal chest pain,Petechial rash,None of the above,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is a common manifestation of African endemic Lassa fever?
###Options:
A.  Hemoptysis
B.  Renal failure
C.  Retrosternal chest pain
D.  Petechial rash
E.  None of the above

###Answer:","C. Retrosternal chest pain

### Rationale:
Lassa fever is an acute viral hemorrhagic fever endemic in parts of West Africa. It is caused by the Lassa virus and typically presents with nonspecific symptoms that can progress to more severe manifestations. A common presentation includes fever, general malaise, and weakness in the early stages, but as it progresses, patients often experience more specific signs such as retrosternal chest pain, which is particularly associated with Lassa fever. 

While other symptoms like mucosal bleeding, abdominal pain, and vomiting can occur, retrosternal chest pain is a notable manifestation. Hemoptysis, renal failure, and petechial rash, although possible in various viral hemorrhagic fevers, are not typically listed as the most common manifestations of Lassa fever specifically. Therefore, among the given options, retrosternal chest pain is the most appropriate answer.",C,False,0.2678571400398597,0.042553189262109666,0.1964285686112883,0.82205975,0.8960858,0.857478
8032cc86dfbc8ead4d0f08f44cd9e893f2185f8ea6695e80475ec4935937149b,The most common cause of acute abdomen in Nigeria is intestinal obstruction.,The most common cause of acute abdomen in Nigeria is acute appendicitis.,2,B,True,False,,,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The most common cause of acute abdomen in Nigeria is intestinal obstruction.
###Options:
A.  True
B.  False

###Answer:","B. False

Rationale: While intestinal obstruction is certainly one of the causes of acute abdomen, it is not necessarily the most common cause. In many regions, including Nigeria, acute appendicitis is often the leading cause of acute abdomen. Variations can occur due to local differences in health conditions, prevalence of certain diseases, and access to healthcare services. However, appendicitis is frequently encountered and treated in emergency settings across Nigeria in cases of acute abdomen.",B,True,0.3030303002525253,0.14999999762812505,0.21212120934343434,0.85296965,0.915951,0.88333917
74702a648f2829388bdbe609c6a71871aa1118f19178ef87dbba95bea39f2513," A 40-year-old African patient presents with a painful, swollen knee that is warm to the touch. Synovial fluid analysis reveals an elevated white blood cell count with neutrophil predominance. Which of the following is the most likely diagnosis?","Septic arthritis typically presents with a painful, swollen joint, and synovial fluid analysis shows elevated white blood cells, predominantly neutrophils.",5,C,Osteoarthritis,Rheumatoid arthritis,Septic arthritis,Gout,Pseudogout,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question:  A 40-year-old African patient presents with a painful, swollen knee that is warm to the touch. Synovial fluid analysis reveals an elevated white blood cell count with neutrophil predominance. Which of the following is the most likely diagnosis?
###Options:
A.  Osteoarthritis
B.  Rheumatoid arthritis
C.  Septic arthritis
D.  Gout
E.  Pseudogout

###Answer:","C. Septic arthritis

Rationale: The clinical presentation of a painful, swollen knee that is warm to the touch, along with synovial fluid analysis showing an elevated white blood cell count with neutrophil predominance, highly suggests an inflammatory process. Among the options provided, septic arthritis is the most likely diagnosis. This condition is characterized by infection within a joint, leading to acute inflammation and a high neutrophil count in the synovial fluid. 

While gout and pseudogout can also present with acute joint pain and swelling, they typically show the presence of crystals (monosodium urate and calcium pyrophosphate dihydrate crystals, respectively) in synovial fluid, rather than just neutrophil predominance. Osteoarthritis is a degenerative joint disease and generally does not present with an acute inflammatory response. Rheumatoid arthritis, although inflammatory, usually presents as a chronic condition with additional systemic symptoms and is not characterized by a high neutrophil count in synovial fluid as prominently as septic arthritis can be in an acute setting.",C,True,0.26016259890276955,0.08383233331277569,0.24390243630114353,0.8327018,0.92162716,0.8749107
2d89ae63798d4d4aae5cd45c68708c8aa4fd16c98abdb43f83044e554f8c2c03,Which of the following is the leading cause of blindness in African adults?,"Cataracts are the leading cause of blindness in African adults, often due to limited access to cataract surgery.",5,B,Glaucoma,Cataracts,Diabetic retinopathy,Trachoma,Age-related macular degeneration (AMD),"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is the leading cause of blindness in African adults?
###Options:
A.  Glaucoma
B.  Cataracts
C.  Diabetic retinopathy
D.  Trachoma
E.  Age-related macular degeneration (AMD)

###Answer:","B. Cataracts

Cataracts are the leading cause of blindness in African adults. This is largely due to a combination of factors including limited access to surgical treatment, inadequate healthcare infrastructure, and exposure to risk factors such as sunlight and malnutrition. While glaucoma, trachoma, diabetic retinopathy, and age-related macular degeneration are also significant causes of visual impairment, cataracts account for a substantial proportion of blindness where adequate surgical intervention isn't readily available.",B,True,0.34666666316088895,0.25581395031638726,0.34666666316088895,0.8601689,0.9343822,0.895741
b37bc2ee8f2a0a5f16a94435096d2ed353d92c0c43941f3905a077a70ef73298,Valid management of sickle cell anemia in the steady state in Nigeria include,"No need to transfuse in steady state, they will need malaria prophylaxis and folate supplementation",5,A,steady state hemoglobin,blood transfusion,intravenous fluids,folic acid supplementation,malaria prophylaxis,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Valid management of sickle cell anemia in the steady state in Nigeria include
###Options:
A.  steady state hemoglobin
B.  blood transfusion
C.  intravenous fluids
D.  folic acid supplementation
E.  malaria prophylaxis

###Answer:","D. folic acid supplementation

Folic acid supplementation is a valid management approach for patients with sickle cell anemia in the steady state. It is important because individuals with sickle cell anemia have an increased rate of red blood cell turnover, leading to higher demands for folic acid, which is essential for the production of new red blood cells. While other options may be relevant in other scenarios (such as acute crises), folic acid supplementation is a consistent and necessary part of long-term management to help prevent anemia and support red blood cell production. 

Blood transfusion and intravenous fluids (options B and C) are generally used during acute sickle cell crises or in the treatment of specific complications. Malaria prophylaxis (option E) is region-specific in places where malaria is endemic, but it is not universally applied to all sickle cell management strategies in the steady state across different contexts.",D,False,0.1272727250512397,0.0,0.09090908868760336,0.80343235,0.8693562,0.8350953
3c8fada51bb27d4c3af598def96fbbd05c2d3bae5e83c006f5affd3d5355fe71," In African cultures where spiritual beliefs play a significant role in illness perceptions, a patient presents with symptoms of auditory hallucinations, paranoid delusions, disorganized speech, and social withdrawal. Which of the following is the most likely diagnosis?","Schizophrenia may be perceived as a spiritual or supernatural phenomenon in African cultures, leading to delays in seeking appropriate medical treatment and highlighting the importance of culturally sensitive approaches to care.",5,C,Major depressive disorder (MDD),Bipolar disorder,Schizophrenia,Post-traumatic stress disorder (PTSD),Obsessive-compulsive disorder (OCD),"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question:  In African cultures where spiritual beliefs play a significant role in illness perceptions, a patient presents with symptoms of auditory hallucinations, paranoid delusions, disorganized speech, and social withdrawal. Which of the following is the most likely diagnosis?
###Options:
A.  Major depressive disorder (MDD)
B.  Bipolar disorder
C.  Schizophrenia
D.  Post-traumatic stress disorder (PTSD)
E.  Obsessive-compulsive disorder (OCD)

###Answer:","C. Schizophrenia

The symptoms described in the question align most closely with schizophrenia. Schizophrenia is characterized by a range of symptoms including auditory hallucinations, paranoid delusions, disorganized speech, and social withdrawal. These symptoms are core features of the disorder and distinguish it from the other options provided.

- Major depressive disorder (MDD) is primarily characterized by persistent feelings of sadness or loss of interest, but it does not typically include prominent auditory hallucinations or delusions.
- Bipolar disorder can present with psychotic symptoms, but it is usually episodic and associated with significant mood disturbances such as manic episodes; the question does not indicate mood symptoms.
- Post-traumatic stress disorder (PTSD) involves symptoms related to trauma exposure such as flashbacks or hyperarousal, rather than the chronic psychotic symptoms described.
- Obsessive-compulsive disorder (OCD) involves obsessions and compulsions, which are different from the hallucinations and delusions seen in schizophrenia.

Thus, based on the described symptoms, schizophrenia is the most likely diagnosis.",C,True,0.13953488023556285,0.0,0.12403100426657063,0.8037127,0.84594023,0.82428604
6a055db26d07ff66db026283503ebd8fcc98a626a8e4e5c29e39d229def1b64b,Which of the following allergens is commonly responsible for food allergies in African children?,"Peanuts are a common allergen responsible for food allergies in African children. Allergic reactions to peanuts can range from mild to severe (anaphylaxis). Proper education, awareness, and access to emergency medication (e.g., epinephrine) can help manage peanut allergies.",5,C,Eggs,Wheat,Peanuts,Tree nuts,Fish,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following allergens is commonly responsible for food allergies in African children?
###Options:
A.  Eggs
B.  Wheat
C.  Peanuts
D.  Tree nuts
E.  Fish

###Answer:","###Answer: C. Peanuts

###Rationale:
Peanuts are a common allergen responsible for causing food allergies not only globally but also specifically among African children. Peanut allergies are known for their potential to cause severe allergic reactions, including anaphylaxis. While eggs, wheat, tree nuts, and fish can also be allergens, peanuts are particularly notable due to their prevalence and the intensity of reactions they can provoke. Ensuring awareness and identification of peanut allergies is important for the safety and health of children in regions across Africa as well as worldwide.",C,True,0.3619047573986395,0.14285713858276658,0.30476190025578237,0.8637578,0.8936917,0.8784698
a2eaee9e0fd288854b38a8458e223869a8ccaa1db41f11cfcd0fa3effd4e20d6,Which of the following is the most common type of breast cancer in Africa?,"Invasive ductal carcinoma (IDC) is the most common type of breast cancer worldwide, including in Africa. It originates in the milk ducts of the breast and is known for its invasive nature, spreading beyond the ducts into surrounding breast tissue. While the incidence rates of other breast cancer subtypes may vary across regions, IDC consistently accounts for the majority of breast cancer cases in Africa.",5,B,Ductal carcinoma in situ (DCIS),Invasive ductal carcinoma (IDC),Invasive lobular carcinoma (ILC),Inflammatory breast cancer (IBC),Paget's disease of the breast,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is the most common type of breast cancer in Africa?
###Options:
A.  Ductal carcinoma in situ (DCIS)
B.  Invasive ductal carcinoma (IDC)
C.  Invasive lobular carcinoma (ILC)
D.  Inflammatory breast cancer (IBC)
E.  Paget's disease of the breast

###Answer:","B. Invasive ductal carcinoma (IDC)

Rationale: Invasive ductal carcinoma (IDC) is the most common type of breast cancer, not only in Africa but worldwide. IDC originates in the milk ducts and then invades the surrounding breast tissue, potentially spreading to other parts of the body. The prevalence of IDC can be attributed to it being the more common pathway through which breast tumors develop, compared to the other forms of breast cancer listed in the options. While ductal carcinoma in situ (DCIS) is a precursor to invasive forms, IDC represents the majority of invasive breast cancer cases diagnosed clinically.",B,True,0.472727267892562,0.2781456905749749,0.43636363152892566,0.8935287,0.92179453,0.90744156
b7788e424027ef06af9e4ce143780fe5106f71cbf704f6d861992fa5ef2a83ba,Which of the following is a common cause of cardiomyopathy in parts of Africa?,"Trypanosomiasis, or Chagas disease, is caused by the parasite Trypanosoma brucei in Africa. It can lead to cardiomyopathy due to the parasite infecting heart muscle, causing inflammation and damage. This can result in heart failure and arrhythmias. Proper diagnosis and treatment are essential to prevent complications.",5,A,Trypanosomiasis (Chagas diseases),Alcohol abuse,Iron deficiency,Genetic mutations,Viral infections,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is a common cause of cardiomyopathy in parts of Africa?
###Options:
A.  Trypanosomiasis (Chagas diseases)
B.  Alcohol abuse
C.  Iron deficiency
D.  Genetic mutations
E.  Viral infections

###Answer:","B. Alcohol abuse

Rationale: In many parts of Africa, alcohol abuse is a recognized cause of cardiomyopathy, specifically alcoholic cardiomyopathy. This condition arises from prolonged excessive intake of alcohol, which can lead to heart muscle damage and subsequently heart failure. While other options like viral infections and genetic mutations can also lead to cardiomyopathy in various contexts, alcohol abuse is a well-documented and prevalent cause in African settings. Trypanosomiasis is more commonly associated with Chagas disease in Latin America than Africa. Iron deficiency typically leads to anemia rather than cardiomyopathy.",B,False,0.24528301432360278,0.06201549938104714,0.207547165266999,0.86280596,0.88343906,0.8730006
c5ed9bb4aec9a9259a71c3a2edd8ac93eb4ed96dac2a1068bb46616328e5ae0a,"A 50-year-old African patient with a history of asthma presents with wheezing, dyspnea, and chest tightness triggered by exposure to pollen. Pulmonary function tests reveal reversible airflow obstruction. Which of the following medications is the most appropriate initial treatment for this patient's acute exacerbation?",Short-acting beta2-agonists (SABAs) such as albuterol are the first-line medications for relieving acute bronchospasm in asthma exacerbations.,5,C,Inhaled corticosteroids,Long-acting beta2-agonists (LABAs),Short-acting beta2-agonists (SABAs),Leukotriene receptor antagonists,Theophylline,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 50-year-old African patient with a history of asthma presents with wheezing, dyspnea, and chest tightness triggered by exposure to pollen. Pulmonary function tests reveal reversible airflow obstruction. Which of the following medications is the most appropriate initial treatment for this patient's acute exacerbation?
###Options:
A.  Inhaled corticosteroids
B.  Long-acting beta2-agonists (LABAs)
C.  Short-acting beta2-agonists (SABAs)
D.  Leukotriene receptor antagonists
E.  Theophylline

###Answer:","C. Short-acting beta2-agonists (SABAs)

Rationale: In the management of acute asthma exacerbations, especially those characterized by wheezing, dyspnea, and chest tightness due to reversible airflow obstruction, the first-line treatment is the administration of short-acting beta2-agonists (SABAs). SABAs, such as albuterol (salbutamol), work rapidly to relax bronchial smooth muscle and provide prompt relief of acute asthma symptoms. This patient’s symptoms and pulmonary function test results indicating reversible airflow obstruction align with an acute asthma exacerbation, for which SABAs are the most appropriate immediate intervention. Inhaled corticosteroids and long-acting medications such as LABAs or leukotriene receptor antagonists are used for long-term control and prevention of symptoms, not for immediate relief in acute situations. Theophylline is also not used for immediate relief due to its onset of action and side effect profile.",C,True,0.25925925660665294,0.08955223670305197,0.22222221956961594,0.84300685,0.9147871,0.87743145
4a1746b94006280b630e3a91b38d8eea57701b59cf7c3ad3fe4e830af635b3ee,The commonest site of colorectal cancer in Nigeria is the ascending colon.,The commonest site of colorectal cancer in Nigeria is the recto-sigmoid.,2,B,True,False,,,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The commonest site of colorectal cancer in Nigeria is the ascending colon.
###Options:
A.  True
B.  False

###Answer:","B. False

Rationale: Epidemiological studies and clinical observations indicate that the most common site for colorectal cancer globally, including in Nigeria, is the rectosigmoid region. Colorectal cancer often affects the distal parts of the colon, particularly the rectum and sigmoid colon, rather than the ascending colon. While ascending colon cancer does occur, it is not the most common site for colorectal cancer in Nigeria or other regions. Therefore, the statement that the ascending colon is the commonest site of colorectal cancer in Nigeria is false.",B,True,0.2903225777263268,0.1999999978125,0.2903225777263268,0.86455023,0.9210991,0.8919293
75fa2f7517e3ae45c05afefa503f0868fbe171b64c40dc6097fd03ddf4236a72,"A patient in a rural African community presents with a large, infected wound on the leg. Which of the following is the most appropriate initial management?","In resource-limited settings, infected wounds often require surgical debridement and irrigation to remove necrotic tissue and control infection.",5,C,Topical antibiotics and dressings,Oral antibiotics,Surgical debridement and irrigation,Limb amputation,Conservative management with regular wound cleaning,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A patient in a rural African community presents with a large, infected wound on the leg. Which of the following is the most appropriate initial management?
###Options:
A.  Topical antibiotics and dressings
B.  Oral antibiotics
C.  Surgical debridement and irrigation
D.  Limb amputation
E.  Conservative management with regular wound cleaning

###Answer:","C. Surgical debridement and irrigation

Rationale: In the case of a large, infected wound, particularly in a rural setting where the risk of complications and inadequate healing is high, the priority is to address any necrotic tissue and decrease the bacterial load. Surgical debridement and irrigation are crucial initial steps to remove any dead and infected tissue, promote healing, and prevent the spread of infection. This process allows for a cleaner wound bed and facilitates the effectiveness of any subsequent treatments, such as antibiotics. Without debridement, the infection might persist or worsen, making other management strategies less effective. While other options like topical and oral antibiotics or conservative management are part of the comprehensive care protocol, they do not address the immediate need to remove the infected tissue, making option C the most suitable initial management step.",C,True,0.18518518253257893,0.06756756553414908,0.1481481454955419,0.84810627,0.9158945,0.8806979
0bb24a6fff0545be9408fb7c236d18b5b7aae0baa89df1ab267caaff2794f56d,Which of the following is a common etiological agent of African tick-bite fever?,"African tick-bite fever is caused by Rickettsia africae transmitted by ticks, particularly Amblyomma species.",5,C,Rickettsia prowazekii,Rickettsia rickettsii,Rickettsia africae,Rickettsia typhi,Coxiella burnetii,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is a common etiological agent of African tick-bite fever?
###Options:
A.  Rickettsia prowazekii
B.  Rickettsia rickettsii
C.  Rickettsia africae
D.  Rickettsia typhi
E.  Coxiella burnetii

###Answer:","C. Rickettsia africae

### Rationale:
African tick-bite fever is a rickettsial infection endemic to sub-Saharan Africa and the Caribbean, transmitted by tick bites. The etiological agent of African tick-bite fever is Rickettsia africae. This organism is transmitted by the Amblyomma species of ticks, which are common in these regions. Symptoms of the infection can include fever, headache, muscle pain, rash, and a typical eschar at the site of the tick bite. Rickettsia prowazekii, Rickettsia rickettsii, and Rickettsia typhi are all associated with other types of rickettsial diseases not linked to African tick-bite fever. Coxiella burnetii is the causative agent of Q fever, which is unrelated to tick-bite fevers.",C,True,0.27160493557689386,0.10810810604009419,0.24691357755220245,0.83296734,0.9088526,0.8692569
706f798f26052af652ac65451ac02b323dc1a0adf478cdd00f72745c126cb0fb,Most common cause of Neonatal sepsis in hospitals in Zambia is,"Most common cause of Neonatal sepsis in hospitals
Zambia - Klebsiella",5,B,Escherichia coli,Klebsiella,Staph aureus,Listeria monocytogenes,None of the above,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Most common cause of Neonatal sepsis in hospitals in Zambia is
###Options:
A.  Escherichia coli
B.  Klebsiella
C.  Staph aureus
D.  Listeria monocytogenes
E.  None of the above

###Answer:","B. Klebsiella

Klebsiella species are commonly found as the cause of neonatal sepsis in many hospital settings, particularly in low-resource countries, including Zambia. In hospital environments where hygiene practices and infection control measures may be challenged, Klebsiella, being a common nosocomial pathogen, tends to be a prevalent cause of infections including neonatal sepsis. While Escherichia coli is also a notable cause of neonatal sepsis, especially in the community setting or early-onset sepsis, Klebsiella is more frequently associated with late-onset sepsis in hospital settings in many parts of Africa. Therefore, B. Klebsiella is the most appropriate choice given the context of the question.",B,True,0.17283950382563637,0.03883494970308237,0.17283950382563637,0.82051677,0.8692706,0.84419036
8370793cf5631519d915d2ee6b96f5570992fede005e555e1f2dcb7f73bd39b2,What is the most common cause of disability-adjusted life years lost in Africa?,"Communicable diseases play a significant role in the burden of Disability-Adjusted Life Years (DALYs) in Africa due to High Disease Prevalence which contributes to a substantial burden of disability and mortality. Communicable diseases can also cause long-term disabilities and impairments that affect individuals' ability to participate in work, school, and social activities. Chronic conditions resulting from communicable diseases can lead to reduced productivity, economic losses, and diminished quality of life.",5,D,Non-communicable diseases,Neonatal disorders,Injuries,Communicable diseases,Nutritional deficiencies,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: What is the most common cause of disability-adjusted life years lost in Africa?
###Options:
A.  Non-communicable diseases
B.  Neonatal disorders
C.  Injuries
D.  Communicable diseases
E.  Nutritional deficiencies

###Answer:","D. Communicable diseases

Rationale: In many parts of Africa, communicable diseases remain a leading cause of morbidity and mortality, significantly impacting the region's burden of disease. Diseases such as HIV/AIDS, tuberculosis, and malaria are major contributors to the loss of disability-adjusted life years (DALYs) due to their prevalence and the severe health impairments they cause. While non-communicable diseases are increasingly becoming a concern globally, the burden of communicable diseases in Africa persists as a major public health challenge, resulting in a greater impact on DALYs compared to other options listed.",D,True,0.2857142807570087,0.07843136764321446,0.2521008353788575,0.87824005,0.88537985,0.88179547
f3095f94df51bb1f1a5fcb5e7dfbc2c22379718083ec7b7f3888031bd97728bb,Which of the following is a common presentation of African endemic leishmaniasis?,African endemic leishmaniasis often presents with cutaneous nodules or ulcers at the site of sandfly bites.,5,B,Painful genital ulcers,Cutaneous nodules,Recurrent fever,Excessive tearing,None of the above,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is a common presentation of African endemic leishmaniasis?
###Options:
A.  Painful genital ulcers
B.  Cutaneous nodules
C.  Recurrent fever
D.  Excessive tearing
E.  None of the above

###Answer:","C. Recurrent fever

Rationale: African endemic leishmaniasis, particularly visceral leishmaniasis (also known as kala-azar), typically presents with systemic symptoms such as recurrent fever, weight loss, hepatosplenomegaly, and anemia. Cutaneous leishmaniasis, which causes skin lesions like nodules or ulcers, is more specific to certain geographic areas but not considered 'endemic' across the entirety of Africa. Painful genital ulcers, excessive tearing, and the options not related to fever or systemic symptoms are not classically associated with the endemic forms of leishmaniasis found in Africa.",C,False,0.22499999680000002,0.06315789207756244,0.22499999680000002,0.8269875,0.8926126,0.8585478
